Date,Item,Material,Supplier,Cost Price,Sale Price,Quantity_Sold,Stock_Level,Fabric_Category
2023-02-24,Saree,Silk,Emco textiles,512.0,163.0,121,130,Festive
2023-12-27,Churidhar,Linen,Shree fabrics,140.0,49.0,90,70,Casual
2024-12-08,Saree,Linen,Shree Ram textiles,105.0,368.0,159,109,Festive
2024-03-28,Blouse piece,Chiffon,Shree fabrics,187.0,226.0,114,60,Casual
2024-07-06,Saree,Chiffon,Sri Lakshmi silks,561.0,582.0,179,107,Festive
2024-11-15,Churidhar,Silk,Shree Ram textiles,358.0,99.0,137,146,Casual
2023-11-26,Churidhar,Cotton,Shree Ram textiles,151.0,481.0,167,11,Casual
2023-08-07,Churidhar,Linen,Sri Lakshmi silks,70.0,256.0,138,14,Casual
2023-07-27,Cotton saree,Cotton,Vasanth textiles,196.0,41.0,70,199,Formal
2020-03-05,Churidhar,Wool,Vasanth textiles,137.55,184.01,386,161,Festive
2018-12-24,Jacket,Linen,Emco textiles,472.89,689.03,312,173,Casual
2022-05-13,Churidhar,Linen,Shree Ram textiles,656.4,825.71,89,134,Seasonal
2016-02-21,T-shirt,Polyester,Shree fabrics,317.68,356.12,369,76,Casual
2020-03-11,Churidhar,Cotton,Vasanth textiles,115.29,156.44,216,93,Festive
2017-12-19,Saree,Polyester,Sri Lakshmi silks,57.46,84.38,51,69,Casual
2018-10-21,Saree,Polyester,Sri Lakshmi silks,426.77,537.99,246,97,Festive
2019-08-31,T-shirt,Polyester,Vasanth textiles,894.09,1107.08,64,129,Workwear
2020-03-18,Cotton saree,Silk,Vasanth textiles,215.85,285.88,48,28,Festive
2020-09-12,Churidhar,Cotton,Vasanth textiles,884.5,1320.56,80,101,Formal
2017-07-11,Jacket,Cotton,Shree fabrics,477.66,688.31,53,185,Casual
2018-04-30,Skirt,Silk,Emco textiles,410.0,609.84,346,68,Seasonal
2020-12-21,Skirt,Polyester,Vasanth textiles,934.18,1179.28,498,52,Workwear
2020-07-07,Blouse piece,Cotton,Vasanth textiles,25.34,34.56,287,133,Casual
2022-10-14,Saree,Wool,Shree fabrics,343.23,392.93,73,74,Workwear
2018-10-28,Churidhar,Silk,Sri Lakshmi silks,924.39,1267.23,62,108,Formal
2021-02-17,Skirt,Silk,Emco textiles,21.37,31.25,346,100,Workwear
2020-03-24,Lungi,Silk,Shree fabrics,138.56,201.49,63,151,Seasonal
2017-07-03,Lungi,Linen,Shree fabrics,404.28,548.5,158,152,Seasonal
2017-08-03,Pants,Silk,Shree fabrics,442.73,550.63,472,87,Formal
2018-05-14,Saree,Polyester,Shree fabrics,68.15,101.93,403,140,Festive
2022-05-21,Shirt,Cotton,Sri Lakshmi silks,774.9,1058.54,73,19,Formal
2020-04-26,Jacket,Wool,Sri Lakshmi silks,90.3,116.61,142,89,Workwear
2018-04-09,Lungi,Linen,Shree Ram textiles,982.93,1380.46,487,114,Workwear
2022-12-05,Shirt,Linen,Emco textiles,844.15,1098.4,495,157,Casual
2019-10-02,Skirt,Silk,Shree Ram textiles,886.56,1265.16,145,8,Festive
2018-07-22,Lungi,Cotton,Emco textiles,700.29,979.34,371,106,Casual
2021-08-05,Skirt,Wool,Sri Lakshmi silks,553.46,773.18,325,12,Workwear
2020-12-05,Cotton saree,Silk,Shree fabrics,905.64,1031.4,331,15,Formal
2017-01-17,Saree,Wool,Shree Ram textiles,526.52,593.52,464,114,Formal
2017-02-24,T-shirt,Linen,Sri Lakshmi silks,855.21,1134.78,14,195,Formal
2022-07-24,Skirt,Polyester,Emco textiles,728.63,918.55,452,58,Festive
2022-04-19,Jacket,Cotton,Sri Lakshmi silks,783.11,914.82,229,102,Seasonal
2018-03-02,Jacket,Silk,Emco textiles,73.46,108.27,83,67,Casual
2021-10-23,Lungi,Linen,Shree fabrics,375.42,430.62,202,79,Seasonal
2022-03-23,Saree,Wool,Shree Ram textiles,135.9,200.38,217,150,Workwear
2021-04-12,Churidhar,Linen,Emco textiles,175.45,232.09,291,13,Festive
2018-11-02,Saree,Cotton,Shree Ram textiles,976.53,1194.43,347,184,Workwear
2022-08-27,Blouse piece,Cotton,Emco textiles,321.12,456.88,282,176,Casual
2018-10-21,Shirt,Silk,Sri Lakshmi silks,24.29,29.06,51,34,Workwear
2022-11-12,Blouse piece,Linen,Shree Ram textiles,745.36,821.88,173,16,Festive
2019-06-03,Jacket,Cotton,Vasanth textiles,478.6,663.66,154,166,Workwear
2016-09-18,Saree,Cotton,Sri Lakshmi silks,525.91,736.55,107,190,Workwear
2019-04-17,Skirt,Wool,Shree Ram textiles,20.04,26.67,454,174,Workwear
2017-09-11,Shirt,Wool,Emco textiles,431.42,645.74,254,145,Formal
2020-09-28,Shirt,Polyester,Sri Lakshmi silks,790.75,992.85,225,129,Formal
2018-02-25,Skirt,Cotton,Emco textiles,416.28,569.41,245,1,Seasonal
2018-02-09,T-shirt,Cotton,Emco textiles,505.4,635.39,168,124,Workwear
2017-08-08,Saree,Silk,Shree fabrics,224.71,255.55,144,142,Workwear
2018-04-27,Shirt,Polyester,Vasanth textiles,572.71,816.83,262,15,Workwear
2019-03-16,Cotton saree,Silk,Emco textiles,615.34,733.67,97,8,Workwear
2018-05-03,Pants,Silk,Vasanth textiles,627.5,768.97,452,9,Festive
2019-12-22,Skirt,Polyester,Emco textiles,758.67,861.26,125,89,Seasonal
2019-03-20,Saree,Linen,Shree Ram textiles,87.18,108.97,258,118,Festive
2020-06-17,Blouse piece,Silk,Emco textiles,260.76,291.59,360,51,Festive
2020-11-23,Lungi,Linen,Shree Ram textiles,62.43,72.22,96,185,Seasonal
2018-04-08,Churidhar,Linen,Shree Ram textiles,435.91,511.29,260,135,Workwear
2022-01-17,Jacket,Linen,Sri Lakshmi silks,398.27,565.37,286,68,Workwear
2019-05-07,Jacket,Polyester,Emco textiles,407.3,609.58,67,15,Seasonal
2016-05-04,Saree,Polyester,Sri Lakshmi silks,382.84,565.17,10,102,Workwear
2017-07-21,Cotton saree,Silk,Sri Lakshmi silks,493.56,613.09,138,170,Seasonal
2018-06-23,Cotton saree,Linen,Shree Ram textiles,825.91,1156.46,474,68,Seasonal
2019-10-13,Blouse piece,Silk,Shree fabrics,845.87,1092.48,58,127,Formal
2019-04-04,Pants,Silk,Shree Ram textiles,429.35,616.73,458,123,Festive
2018-11-22,Skirt,Linen,Shree Ram textiles,927.56,1137.06,181,75,Formal
2018-06-02,Saree,Cotton,Shree Ram textiles,469.61,594.95,227,13,Formal
2018-10-24,T-shirt,Wool,Sri Lakshmi silks,665.82,958.02,214,131,Casual
2017-08-08,Cotton saree,Cotton,Sri Lakshmi silks,286.35,326.73,448,91,Seasonal
2020-07-19,Blouse piece,Cotton,Vasanth textiles,339.77,428.43,426,40,Seasonal
2019-12-08,Blouse piece,Linen,Shree Ram textiles,372.49,450.78,31,93,Festive
2021-08-23,Lungi,Wool,Shree Ram textiles,46.74,51.82,474,9,Casual
2016-05-14,Blouse piece,Silk,Emco textiles,332.3,428.51,466,129,Seasonal
2020-05-10,Pants,Polyester,Emco textiles,67.02,81.32,162,115,Seasonal
2017-05-09,Lungi,Silk,Vasanth textiles,767.18,1038.34,283,173,Formal
2019-03-01,Jacket,Linen,Vasanth textiles,166.67,226.51,279,145,Formal
2022-05-02,T-shirt,Linen,Emco textiles,953.15,1149.98,53,111,Seasonal
2020-03-03,Jacket,Polyester,Emco textiles,188.15,222.48,235,96,Formal
2019-11-02,T-shirt,Silk,Shree fabrics,820.14,934.1,213,113,Formal
2016-02-20,Pants,Polyester,Sri Lakshmi silks,649.31,771.66,110,58,Seasonal
2020-07-19,Churidhar,Cotton,Emco textiles,168.26,247.18,340,190,Workwear
2016-07-06,Pants,Cotton,Vasanth textiles,990.92,1477.74,38,134,Festive
2018-11-19,Blouse piece,Linen,Vasanth textiles,612.01,816.13,101,76,Seasonal
2016-05-17,Churidhar,Wool,Sri Lakshmi silks,793.51,992.09,461,25,Workwear
2020-03-07,T-shirt,Polyester,Sri Lakshmi silks,638.14,867.72,481,185,Casual
2019-11-23,Lungi,Wool,Emco textiles,752.67,1053.32,359,47,Formal
2019-09-23,Pants,Polyester,Emco textiles,174.0,237.2,475,186,Workwear
2017-04-23,Churidhar,Silk,Shree Ram textiles,319.6,372.6,204,169,Formal
2021-04-17,Pants,Wool,Vasanth textiles,273.75,355.08,491,50,Seasonal
2017-11-10,Lungi,Wool,Emco textiles,40.79,56.48,213,34,Workwear
2019-04-20,Saree,Polyester,Shree fabrics,119.11,155.16,404,107,Casual
2017-02-15,Cotton saree,Wool,Shree Ram textiles,874.28,1217.28,359,41,Formal
2018-07-29,Skirt,Polyester,Shree fabrics,625.54,690.69,115,30,Casual
2017-10-12,Blouse piece,Linen,Sri Lakshmi silks,174.97,216.71,115,187,Casual
2017-01-11,Saree,Cotton,Shree Ram textiles,731.86,810.84,364,60,Formal
2021-02-10,Shirt,Cotton,Emco textiles,596.59,834.0,429,99,Formal
2021-11-21,T-shirt,Silk,Sri Lakshmi silks,910.7,1254.87,21,19,Festive
2016-06-24,T-shirt,Cotton,Shree Ram textiles,604.36,876.49,101,146,Seasonal
2021-08-03,Saree,Wool,Vasanth textiles,113.27,161.69,477,79,Festive
2021-05-05,Shirt,Linen,Shree fabrics,360.61,479.04,439,182,Seasonal
2017-07-31,Lungi,Silk,Shree fabrics,915.69,1219.84,159,89,Festive
2019-11-29,Skirt,Silk,Emco textiles,622.17,816.44,68,88,Festive
2019-06-13,Blouse piece,Cotton,Shree fabrics,744.22,965.14,24,169,Formal
2016-07-21,Blouse piece,Silk,Shree fabrics,999.72,1308.25,253,77,Workwear
2020-10-10,Blouse piece,Silk,Vasanth textiles,228.64,288.82,443,115,Workwear
2021-08-04,Jacket,Silk,Shree Ram textiles,243.84,328.68,295,3,Festive
2021-11-28,Churidhar,Polyester,Emco textiles,164.52,214.63,183,76,Seasonal
2019-11-21,Blouse piece,Linen,Emco textiles,944.48,1107.67,319,25,Workwear
2019-10-08,Pants,Wool,Shree fabrics,776.53,1043.32,63,116,Seasonal
2020-09-18,Jacket,Wool,Sri Lakshmi silks,712.58,809.16,282,105,Formal
2019-09-10,Blouse piece,Polyester,Shree Ram textiles,569.48,757.0,90,174,Casual
2016-09-16,Cotton saree,Linen,Vasanth textiles,141.89,207.43,165,59,Workwear
2021-11-06,Churidhar,Polyester,Vasanth textiles,301.38,367.52,264,106,Casual
2017-07-23,Jacket,Linen,Shree Ram textiles,244.3,321.9,452,180,Casual
2020-04-05,Pants,Silk,Emco textiles,936.83,1228.66,405,161,Casual
2016-04-02,Jacket,Wool,Sri Lakshmi silks,446.58,627.34,367,135,Workwear
2019-06-11,Skirt,Linen,Emco textiles,247.91,314.13,98,149,Seasonal
2016-04-20,Lungi,Linen,Vasanth textiles,687.42,843.49,184,142,Casual
2020-10-25,Blouse piece,Cotton,Vasanth textiles,448.42,666.73,336,167,Formal
2021-07-02,Blouse piece,Linen,Shree fabrics,451.15,600.48,81,17,Casual
2017-02-20,Blouse piece,Cotton,Shree fabrics,536.91,660.18,169,157,Formal
2018-07-31,Churidhar,Linen,Shree fabrics,508.44,645.48,392,156,Seasonal
2020-02-03,Cotton saree,Polyester,Shree Ram textiles,907.61,1228.66,480,45,Formal
2021-09-18,Lungi,Wool,Sri Lakshmi silks,901.37,1089.05,195,50,Workwear
2018-12-08,Blouse piece,Wool,Shree Ram textiles,223.98,291.43,155,191,Workwear
2022-07-15,Churidhar,Cotton,Emco textiles,153.06,201.1,51,98,Seasonal
2017-10-16,Blouse piece,Wool,Sri Lakshmi silks,86.38,114.36,299,19,Festive
2019-02-21,Pants,Cotton,Shree Ram textiles,547.43,627.03,157,191,Formal
2020-05-08,Skirt,Linen,Shree fabrics,467.12,566.29,489,31,Festive
2019-08-13,Jacket,Polyester,Emco textiles,613.13,702.63,399,102,Workwear
2021-12-15,Jacket,Linen,Vasanth textiles,256.0,337.29,80,117,Workwear
2018-07-06,Blouse piece,Polyester,Shree fabrics,817.85,1005.29,257,22,Casual
2020-02-26,Skirt,Silk,Emco textiles,890.05,1136.74,281,163,Formal
2019-02-04,Shirt,Polyester,Emco textiles,919.51,1244.83,254,72,Casual
2017-08-31,T-shirt,Linen,Vasanth textiles,436.74,532.63,484,21,Casual
2019-11-28,Lungi,Wool,Shree Ram textiles,57.6,65.05,154,120,Festive
2018-08-19,Cotton saree,Silk,Vasanth textiles,704.54,1056.36,77,23,Festive
2021-04-12,Skirt,Polyester,Shree fabrics,677.56,949.9,381,70,Casual
2020-12-26,Churidhar,Polyester,Sri Lakshmi silks,255.86,344.71,268,167,Workwear
2017-06-29,Jacket,Wool,Shree fabrics,374.17,492.35,477,87,Formal
2018-08-22,Blouse piece,Wool,Shree fabrics,479.17,547.6,10,51,Seasonal
2022-04-06,Skirt,Wool,Shree Ram textiles,181.3,203.67,286,179,Casual
2022-08-08,Churidhar,Wool,Shree fabrics,441.19,597.53,372,185,Festive
2016-12-24,Saree,Silk,Emco textiles,188.77,267.15,125,184,Formal
2021-10-23,Saree,Cotton,Vasanth textiles,62.17,87.45,40,94,Formal
2018-10-13,Churidhar,Wool,Shree Ram textiles,885.47,1300.31,290,16,Workwear
2019-12-25,Cotton saree,Linen,Sri Lakshmi silks,767.5,1074.83,89,62,Festive
2019-05-15,Cotton saree,Silk,Shree Ram textiles,461.15,678.5,490,141,Workwear
2022-05-17,Pants,Silk,Shree fabrics,520.29,616.19,325,21,Casual
2016-03-23,Skirt,Wool,Vasanth textiles,555.33,769.43,499,123,Formal
2020-02-13,T-shirt,Polyester,Shree fabrics,947.32,1400.29,364,85,Casual
2019-10-26,Lungi,Linen,Shree Ram textiles,741.99,849.22,169,192,Festive
2022-03-10,T-shirt,Cotton,Sri Lakshmi silks,376.69,507.76,423,12,Formal
2020-04-03,Cotton saree,Wool,Shree Ram textiles,774.15,1086.08,370,56,Festive
2022-02-22,Churidhar,Cotton,Emco textiles,682.82,961.07,63,166,Seasonal
2021-10-19,Churidhar,Cotton,Shree Ram textiles,787.6,1173.98,110,119,Formal
2018-09-29,Lungi,Cotton,Vasanth textiles,602.17,870.05,235,109,Festive
2020-01-22,T-shirt,Cotton,Shree fabrics,699.93,1047.21,226,3,Seasonal
2016-02-06,Jacket,Cotton,Sri Lakshmi silks,898.54,996.4,198,54,Formal
2020-08-25,T-shirt,Cotton,Shree fabrics,777.63,997.74,234,96,Formal
2018-08-08,Skirt,Linen,Shree Ram textiles,512.21,744.31,488,21,Formal
2019-05-02,Pants,Silk,Sri Lakshmi silks,942.62,1251.64,85,67,Casual
2021-06-26,Pants,Linen,Vasanth textiles,831.66,1020.9,276,107,Seasonal
2022-08-07,Churidhar,Silk,Vasanth textiles,295.15,336.26,254,159,Casual
2019-05-10,Cotton saree,Linen,Vasanth textiles,925.94,1156.5,218,28,Seasonal
2018-03-09,Saree,Cotton,Emco textiles,407.08,539.09,161,47,Formal
2019-01-22,Jacket,Wool,Emco textiles,97.49,128.72,436,29,Workwear
2022-09-14,Shirt,Linen,Emco textiles,480.43,608.82,86,55,Festive
2017-03-19,Jacket,Cotton,Shree Ram textiles,748.52,1050.7,392,32,Formal
2021-10-27,Shirt,Cotton,Vasanth textiles,214.42,237.3,145,4,Formal
2020-02-08,Skirt,Cotton,Sri Lakshmi silks,639.54,717.01,410,37,Workwear
2020-07-04,Saree,Polyester,Sri Lakshmi silks,128.63,184.51,269,14,Formal
2016-02-27,Shirt,Cotton,Shree Ram textiles,899.72,1205.22,298,81,Casual
2022-03-24,Jacket,Cotton,Shree fabrics,839.6,1068.16,144,16,Seasonal
2021-02-18,Cotton saree,Silk,Shree fabrics,267.62,319.12,141,110,Casual
2018-04-09,Skirt,Cotton,Emco textiles,505.11,670.9,264,64,Seasonal
2018-01-28,Blouse piece,Cotton,Shree fabrics,588.8,841.46,304,86,Festive
2021-10-08,Saree,Linen,Sri Lakshmi silks,556.8,680.23,391,195,Seasonal
2020-05-14,Shirt,Wool,Vasanth textiles,161.36,211.01,123,139,Formal
2022-07-31,Cotton saree,Silk,Emco textiles,150.05,182.36,356,125,Formal
2021-05-21,Shirt,Silk,Vasanth textiles,219.74,273.96,175,45,Formal
2018-09-26,Skirt,Wool,Sri Lakshmi silks,340.4,418.0,240,3,Formal
2018-11-21,Skirt,Wool,Shree Ram textiles,593.65,824.17,177,50,Casual
2020-04-16,Skirt,Linen,Vasanth textiles,876.09,996.66,282,143,Festive
2020-11-11,Shirt,Wool,Emco textiles,826.26,1003.07,482,161,Seasonal
2022-02-18,Cotton saree,Linen,Sri Lakshmi silks,26.56,34.12,494,109,Workwear
2018-03-25,Skirt,Silk,Vasanth textiles,372.04,522.34,424,185,Seasonal
2016-11-13,Churidhar,Cotton,Vasanth textiles,380.42,510.86,436,200,Festive
2019-08-12,Jacket,Linen,Sri Lakshmi silks,923.32,1293.13,113,64,Workwear
2017-04-21,Shirt,Silk,Vasanth textiles,666.17,996.93,108,143,Festive
2018-04-30,Shirt,Silk,Shree fabrics,381.57,562.01,88,143,Casual
2017-05-17,Churidhar,Cotton,Sri Lakshmi silks,846.77,966.07,70,114,Formal
2020-03-11,Lungi,Polyester,Vasanth textiles,802.08,1147.97,12,5,Formal
2022-10-03,Cotton saree,Wool,Shree Ram textiles,551.08,787.75,108,111,Workwear
2020-09-01,Skirt,Polyester,Vasanth textiles,551.87,733.62,438,6,Casual
2018-11-01,Cotton saree,Silk,Shree fabrics,862.56,1149.25,441,51,Formal
2017-10-13,Jacket,Linen,Vasanth textiles,813.58,1066.38,165,118,Workwear
2017-10-23,Shirt,Polyester,Sri Lakshmi silks,62.75,91.1,153,54,Workwear
2019-07-24,T-shirt,Linen,Shree fabrics,152.38,176.6,403,158,Casual
2021-12-22,Shirt,Linen,Sri Lakshmi silks,98.9,121.42,163,7,Festive
2022-08-24,Skirt,Silk,Shree Ram textiles,975.27,1300.74,38,129,Festive
2018-05-25,Skirt,Polyester,Shree fabrics,311.33,426.65,301,147,Casual
2018-02-01,Churidhar,Linen,Vasanth textiles,689.12,819.88,275,56,Formal
2020-01-27,Churidhar,Linen,Sri Lakshmi silks,395.52,571.86,26,127,Seasonal
2021-06-03,T-shirt,Polyester,Shree Ram textiles,654.5,915.68,426,125,Formal
2018-11-21,Pants,Cotton,Emco textiles,423.62,518.26,194,114,Formal
2019-09-09,Pants,Silk,Vasanth textiles,63.28,92.79,341,17,Workwear
2020-05-14,Blouse piece,Polyester,Shree fabrics,717.31,815.46,82,83,Seasonal
2021-12-23,Cotton saree,Linen,Shree Ram textiles,22.88,30.19,29,67,Festive
2016-09-18,Jacket,Wool,Shree Ram textiles,806.94,1113.06,42,118,Casual
2021-11-26,Churidhar,Silk,Shree fabrics,764.53,1022.41,221,52,Workwear
2019-09-26,Pants,Polyester,Vasanth textiles,104.96,143.66,195,36,Festive
2019-06-30,Jacket,Silk,Emco textiles,761.79,1058.09,230,167,Formal
2022-07-22,Jacket,Polyester,Shree fabrics,749.79,1098.29,420,47,Festive
2022-07-28,Cotton saree,Silk,Sri Lakshmi silks,842.15,1063.65,476,88,Casual
2017-11-14,Cotton saree,Polyester,Shree Ram textiles,887.65,1300.58,463,1,Workwear
2019-02-12,Pants,Cotton,Sri Lakshmi silks,524.84,729.71,144,10,Formal
2016-03-13,T-shirt,Wool,Shree fabrics,716.75,893.0,385,178,Seasonal
2020-11-14,Lungi,Polyester,Sri Lakshmi silks,720.47,997.0,120,188,Seasonal
2017-03-07,Skirt,Wool,Shree fabrics,405.33,511.54,136,39,Workwear
2018-11-02,Saree,Polyester,Shree fabrics,38.51,43.56,10,1,Workwear
2019-10-20,Skirt,Wool,Emco textiles,71.75,94.17,323,72,Casual
2019-11-16,Shirt,Linen,Emco textiles,193.79,260.47,39,184,Seasonal
2020-04-20,Pants,Silk,Emco textiles,351.98,486.82,324,126,Seasonal
2022-07-24,Lungi,Cotton,Shree fabrics,483.95,583.79,316,139,Formal
2020-01-25,Lungi,Polyester,Vasanth textiles,63.03,83.65,226,16,Festive
2019-01-24,Blouse piece,Wool,Emco textiles,445.83,627.9,446,82,Seasonal
2018-04-05,Skirt,Silk,Sri Lakshmi silks,630.19,843.42,318,151,Formal
2022-10-09,Pants,Silk,Emco textiles,911.09,1085.43,90,113,Workwear
2021-02-02,T-shirt,Cotton,Shree Ram textiles,849.9,955.84,357,11,Workwear
2018-12-06,T-shirt,Silk,Shree fabrics,216.8,316.53,498,123,Casual
2016-02-27,Cotton saree,Wool,Emco textiles,944.65,1328.34,197,138,Casual
2019-09-24,Lungi,Linen,Shree fabrics,23.69,27.27,294,40,Festive
2022-12-07,Skirt,Linen,Vasanth textiles,52.13,63.99,392,16,Seasonal
2020-06-20,Jacket,Linen,Sri Lakshmi silks,25.39,28.85,226,156,Workwear
2018-07-05,Shirt,Wool,Vasanth textiles,268.69,327.53,465,1,Casual
2020-12-16,Shirt,Linen,Sri Lakshmi silks,161.54,226.28,218,32,Workwear
2021-03-24,Saree,Polyester,Shree Ram textiles,337.47,466.33,412,7,Workwear
2022-04-18,Cotton saree,Linen,Sri Lakshmi silks,701.5,1004.58,18,149,Formal
2017-01-11,T-shirt,Wool,Shree Ram textiles,344.63,415.52,99,96,Casual
2017-04-08,Churidhar,Cotton,Vasanth textiles,186.85,209.03,60,51,Casual
2020-12-08,Jacket,Wool,Emco textiles,93.53,112.54,74,100,Festive
2020-05-09,Lungi,Polyester,Shree Ram textiles,482.96,642.25,294,136,Seasonal
2019-04-23,Cotton saree,Linen,Shree Ram textiles,636.08,823.09,175,103,Workwear
2016-12-16,Lungi,Silk,Emco textiles,904.82,1261.11,238,53,Casual
2017-06-19,Blouse piece,Silk,Emco textiles,638.94,886.32,54,144,Workwear
2020-10-25,Shirt,Silk,Vasanth textiles,799.44,1167.2,358,99,Seasonal
2022-05-30,Cotton saree,Polyester,Emco textiles,738.95,1095.9,349,113,Seasonal
2021-01-03,Saree,Wool,Emco textiles,178.1,237.85,218,4,Formal
2021-02-21,Pants,Linen,Sri Lakshmi silks,722.76,1005.68,270,123,Seasonal
2022-02-08,Cotton saree,Linen,Sri Lakshmi silks,150.86,199.25,431,78,Seasonal
2021-04-29,Skirt,Cotton,Emco textiles,765.73,996.76,10,142,Casual
2020-08-02,Skirt,Silk,Shree Ram textiles,561.45,730.18,472,180,Festive
2018-02-06,Pants,Wool,Shree fabrics,231.89,326.59,42,111,Casual
2017-06-12,Lungi,Wool,Sri Lakshmi silks,358.98,396.73,405,145,Formal
2021-11-20,Churidhar,Silk,Shree fabrics,256.75,346.53,386,197,Formal
2018-10-20,Cotton saree,Wool,Sri Lakshmi silks,101.56,119.95,161,99,Seasonal
2020-02-24,Shirt,Cotton,Vasanth textiles,57.26,83.62,118,148,Festive
2016-08-24,Jacket,Cotton,Sri Lakshmi silks,289.82,353.5,141,198,Seasonal
2021-06-05,Churidhar,Polyester,Sri Lakshmi silks,714.42,929.69,348,93,Seasonal
2020-02-01,Skirt,Wool,Shree fabrics,393.14,577.37,437,176,Casual
2019-03-11,Blouse piece,Polyester,Emco textiles,753.52,1070.19,68,50,Casual
2019-03-03,Skirt,Wool,Vasanth textiles,643.23,761.72,215,16,Casual
2020-04-08,Saree,Silk,Shree fabrics,655.47,833.9,101,139,Casual
2017-03-01,Jacket,Silk,Shree Ram textiles,302.39,439.2,74,135,Workwear
2017-10-17,Cotton saree,Polyester,Vasanth textiles,749.31,985.64,466,69,Casual
2020-10-07,Cotton saree,Wool,Sri Lakshmi silks,272.81,334.07,280,44,Casual
2021-10-11,T-shirt,Wool,Vasanth textiles,659.6,901.74,318,166,Casual
2020-12-27,Pants,Polyester,Shree Ram textiles,549.23,816.9,234,63,Formal
2017-04-30,Skirt,Cotton,Shree fabrics,254.15,329.92,471,58,Formal
2020-05-13,Skirt,Wool,Emco textiles,697.4,851.24,48,166,Formal
2021-08-20,Shirt,Polyester,Shree Ram textiles,122.87,173.27,259,175,Formal
2021-12-16,Blouse piece,Polyester,Sri Lakshmi silks,428.82,643.08,390,10,Festive
2020-05-03,Jacket,Wool,Vasanth textiles,465.22,625.62,207,67,Seasonal
2020-03-10,Churidhar,Linen,Vasanth textiles,365.39,544.84,394,80,Festive
2018-07-30,Blouse piece,Cotton,Shree Ram textiles,746.87,956.58,361,90,Festive
2017-07-20,Blouse piece,Silk,Emco textiles,734.51,918.73,398,103,Casual
2018-07-04,Skirt,Linen,Shree Ram textiles,962.76,1115.67,391,64,Seasonal
2022-07-09,Lungi,Cotton,Shree Ram textiles,244.06,304.9,204,22,Casual
2016-11-16,Cotton saree,Linen,Emco textiles,754.84,1087.28,324,140,Festive
2019-08-22,Skirt,Silk,Vasanth textiles,161.18,205.26,239,198,Formal
2016-03-13,Blouse piece,Linen,Emco textiles,895.3,1264.36,382,69,Formal
2022-03-14,Cotton saree,Polyester,Vasanth textiles,830.06,927.41,405,161,Workwear
2018-07-19,Pants,Polyester,Shree Ram textiles,680.07,974.82,64,130,Seasonal
2016-10-01,Cotton saree,Polyester,Emco textiles,333.38,412.97,276,65,Seasonal
2022-03-02,Shirt,Linen,Sri Lakshmi silks,816.13,1199.99,205,115,Seasonal
2020-09-01,T-shirt,Wool,Sri Lakshmi silks,195.59,239.53,100,3,Festive
2017-02-03,Skirt,Cotton,Emco textiles,158.48,220.24,414,187,Festive
2019-03-14,T-shirt,Wool,Shree fabrics,851.31,1135.19,153,43,Casual
2018-05-21,T-shirt,Cotton,Sri Lakshmi silks,186.84,237.88,364,126,Festive
2017-11-10,Blouse piece,Wool,Shree fabrics,100.82,126.66,465,119,Formal
2021-09-14,Pants,Silk,Vasanth textiles,176.75,228.41,58,113,Festive
2020-05-11,Saree,Linen,Sri Lakshmi silks,534.74,643.97,378,35,Casual
2020-07-16,Saree,Wool,Sri Lakshmi silks,982.35,1115.44,472,147,Workwear
2017-08-10,Jacket,Silk,Shree Ram textiles,568.08,807.58,219,166,Workwear
2021-05-20,Cotton saree,Linen,Emco textiles,695.71,864.1,92,24,Casual
2018-06-02,T-shirt,Linen,Shree Ram textiles,104.3,145.19,227,76,Formal
2020-04-03,T-shirt,Silk,Sri Lakshmi silks,309.78,449.57,158,194,Casual
2020-12-03,T-shirt,Wool,Shree fabrics,207.38,265.34,187,109,Seasonal
2018-11-11,Cotton saree,Cotton,Shree fabrics,405.79,548.89,463,150,Formal
2019-10-22,Cotton saree,Linen,Shree fabrics,485.56,561.03,401,12,Formal
2021-07-19,Shirt,Polyester,Shree fabrics,157.11,178.49,199,178,Festive
2017-05-16,Saree,Linen,Shree Ram textiles,210.33,254.04,218,168,Seasonal
2019-12-06,T-shirt,Polyester,Emco textiles,680.87,989.21,220,80,Seasonal
2016-09-10,Cotton saree,Linen,Sri Lakshmi silks,277.19,341.83,97,200,Festive
2022-06-06,Jacket,Linen,Emco textiles,483.64,537.29,169,106,Seasonal
2019-10-11,Lungi,Linen,Emco textiles,590.91,851.81,221,167,Festive
2016-05-31,Churidhar,Wool,Sri Lakshmi silks,676.69,835.29,151,124,Casual
2017-12-17,Cotton saree,Polyester,Sri Lakshmi silks,183.85,229.89,48,34,Seasonal
2021-03-03,Churidhar,Silk,Shree fabrics,901.57,1274.68,485,32,Seasonal
2016-02-22,Blouse piece,Linen,Shree Ram textiles,276.25,314.0,125,55,Festive
2018-11-22,Churidhar,Silk,Shree Ram textiles,709.24,1050.52,330,43,Casual
2018-10-09,Churidhar,Silk,Shree Ram textiles,252.34,354.81,260,147,Casual
2020-02-29,Shirt,Wool,Vasanth textiles,784.88,995.11,474,185,Festive
2021-03-01,Pants,Linen,Vasanth textiles,236.67,336.13,175,6,Formal
2022-07-15,Lungi,Silk,Vasanth textiles,401.95,585.38,435,5,Seasonal
2017-12-09,T-shirt,Silk,Emco textiles,813.73,911.74,53,109,Casual
